Serial No,ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
213,9035,Powaiandheri East,Mumbai,Forks And Spoons (Gourmet Chinese & Thai),200,4.1,100,"Chinese,Thai,Pan-Asian,Oriental,Beverages,Snacks,Seafood,Mughlai,Tibetan,Combo,European,Turkish,Asian,British,Salads,German",Andheri East,48
214,9052,Santacruz East,Mumbai,Subway,350,4.4,500,"Fast Food,Salads,Snacks,Desserts,Beverages",Central Plaza Kalina,29
215,9058,Thousand Lights,Chennai,Sandy'S,700,4.3,500,"Desserts,Continental",Wallace Garden,54
216,9098,Nungambakkam,Chennai,Mexicano Griller,800,3.9,20,"Mexican,Continental",Nungambakkam,64
217,9104,Vasanth Nagar,Bangalore,Rolls On Wheels,300,4.3,100,Fast Food,Cunnigham Road,38
218,9113,Thousand Lights,Chennai,Tuscana Pizzeria,1200,4.1,50,Italian,Nugambakkam,60
219,9121,Thousand Lights,Chennai,Mamagoto,900,4.3,100,"Chinese,Asian,Pan-Asian,Thai,Oriental",Nugambakkam,55
220,9127,Nungambakkam,Chennai,Eatza Pizza,600,4.1,20,"Italian,Pizzas",Nugambakkam,58
221,9215,Bidhannagar,Kolkata,Veg Dhaba,100,4,100,"North Indian,Indian,Combo,Chinese,Healthy Food",Salt Lake,58
222,9235,Kasba,Kolkata,Glace Patisserie,250,4.4,100,"Desserts,Bakery,Salads,Continental,Fast Food,Snacks,Pastas",Near Bondel Road Shitala Mandir,68
223,9250,Gopalapuram,Chennai,Bayleaf Otg (On The Go),250,4.4,100,"Bengali,North Indian,Biryani,Street Food",Gopalapuram,55
224,9292,Murad Nagar,Hyderabad,Food Zone 2,300,4,500,"Mughlai,Chinese,Tandoor",Guddimmalkapur Road,46
225,9304,Redhills,Hyderabad,Rayalaseema Ruchulu,450,4,500,"South Indian,Biryani,Rayalaseema",Lakdikapul,39
226,9317,Andheri East,Mumbai,Food Rush,550,4,500,"Mughlai,North Indian,Chinese",Andheri East,52
227,9344,Vadapalani,Chennai,King Sandwich,200,4.3,100,Fast Food,Kodambakkam,71
228,9368,Alwarpet,Chennai,Sachin Ka Dhabba,500,4.1,50,"Punjabi,North Indian,Chinese",Cenetoph Road,69
229,9371,Mohammed Wadi,Pune,Big Daddy'S,250,4.1,1000,"Fast Food,American,Italian,Beverages",Nibm Road,70
230,9390,Garfa,Kolkata,Maa Trinayani,200,4.2,100,"Mughlai,Indian,Chinese,Biryani",Near Lakhan Kuthir,88
231,9415,Ashok Nagar,Bangalore,Smoor,300,4.3,100,"Desserts,Asian,Beverages,Bakery,Italian,Continental,Pizzas,Italian-American",1Mg Road,49
232,9454,Kothrud,Pune,Cafe Eastwood,700,4.4,50,"North Indian,Continental",Chintamani Pride Near Citypride,58
233,9476,Kondhwa,Pune,Jazz Pizza,300,3.9,20,"Italian,Pizzas,Fast Food",Nibm Road,72
234,9502,T. Nagar,Chennai,10 Downing Street,1000,4,20,"Indian,Continental,Tandoor",T- Nagar,77
235,9577,Marol Sakinaka,Mumbai,The Bar Stock Exchange,1300,2.9,80,"North Indian,Mexican,Continental,Italian",Andheri East,59
236,9739,Pitampura,Delhi,Mikky Peshawari Chicken & Fish (Since 1998),250,4,100,"North Indian,Mughlai,Tandoor,Kebabs,Indian,Beverages,Biryani,Punjabi,Seafood,Afghani,Thalis,Combo,Snacks,Barbecue,Home Food,Lucknowi",Nsp,53
237,9755,Pitam Pura,Delhi,Shake Square,250,3.9,50,"Ice Cream,Beverages,Fast Food,Italian,Desserts",Jd Block Ashiana Chowk,50
238,9757,Pitam Pura,Delhi,Shut Up & Eat,250,4.1,100,Indian,Nsp,27
239,9777,Near Rupbani Cinema,Kolkata,Koshe Kosha-Hatibagan,500,4.4,100,Bengali,Near Rupbani Cinema,43
240,9781,Bhowanipore,Kolkata,Bikers Cafe,1100,4.2,100,"Italian,Desserts,Continental",Near Forum Mall,65
241,9782,Bidhannagar,Kolkata,Legacy Of China,400,4.1,100,"North Indian,Chinese,Fast Food",Near Sdf Bus Stop,80
242,9786,East Kolkata Township,Kolkata,Royal Jade,450,4.5,500,Chinese,Near Siemens,76
243,9850,Thousand Lights,Chennai,The Marina,1500,4.4,100,Seafood,Nugambakkam,49
244,9862,Santacruz East,Mumbai,Pizza Hut,300,3.8,500,"Pizzas,Fast Food",Bkc,33
245,9883,Vadapalani,Chennai,Hotel Pandia'S,400,4.2,1000,"Chettinad,North Indian,Chinese,South Indian,Biryani",Vadapalani,77
246,9911,Ashok Nagar,Bangalore,Fresh Pressery Cafe,1000,4.2,100,"Italian,Salads,Healthy Food,French",Cbd,33
247,9923,Thousand Lights,Chennai,Bombay Brasserie,900,4.3,100,Indian,Nugambakkam,48
248,9932,Mylapore,Chennai,Kaidi Kitchen,900,4.5,100,"North Indian,Chinese,Mexican,Italian,Thai,Lebanese",Bishop Wallers Avenue,63
249,9979,South Kolkata,Kolkata,Chopstick - Ballygunge,400,3.7,100,Chinese,South Kolkata,64
250,9984,Lake Town,Kolkata,Chennai Xpress,300,4.1,500,"South Indian,North Indian,Chinese,Beverages",Near Hdfc Bank,74
251,10062,Somajiguda,Hyderabad,Kritunga Restaurant,500,4,1000,"Biryani,Andhra,Rayalaseema,South Indian,North Indian,Chinese",Somajiguda,52
252,10085,Murad Nagar,Hyderabad,Bakers Street,250,4.2,500,Bakery  Continental,Gudimalkatur Road,49
253,10094,Pulikeshi Nagar,Bangalore,Delicacy,400,4.2,500,"Chinese,Thai",Cox Town,56
254,10113,Anna Nagar,Chennai,Coco Jaunt 1728,500,4.3,50,"Bakery,Cafe",4Th Main Road,68
255,10178,Kilpauk,Chennai,Parfait Cakes N Bakes,300,3.5,20,"Bakery,Desserts",Manikeshwari Road,49
256,10186,Kilpauk,Chennai,Wangs Kitchen,350,4.1,100,"Chinese,Fast Food,Asian",Kellys,46
257,10208,Rohini,Delhi,Burger King,350,4.3,1000,"American,Fast Food",D Mall Twin District Center,35
258,10212,Ashok Nagar,Bangalore,Hotel Tom'S Restaurant,400,4.4,100,"Mangalorean,Biryani,Seafood,Chinese,North Indian,Desserts,South Indian,Combo",Brigade Road,35
259,10238,Ashok Nagar,Bangalore,Smoke House Deli,800,4.5,500,"European,Italian,American,Pastas,Salads,Juices,Desserts,Combo",Lavelle Road,39
260,10275,Anna Nagar,Chennai,Kim Ling,800,4.4,500,Chinese,Teja Tower,64
261,10285,Rohini,Delhi,Bombay Indianese Treat,300,2.9,80,Chinese,Prashant Vihar,61
262,10298,Sector 7 Rohini,Delhi,Chalte Firte Momos & Special Foods,200,3.8,100,"Chinese,Fast Food,North Indian",Sector 7,36
263,10312,Sector 8 Rohini,Delhi,Patiala Shahi Chicken Corner,400,4.1,100,"North Indian,Beverages",Sector 8,36
264,10323,Prashant Vihar Rohini,Delhi,Subway,350,4.1,500,"Fast Food,Salads,Snacks,Desserts,Beverages",Fun City Mall Prashant Vihar,53
265,10327,Sector 14 Rohini,Delhi,Pooran'S Ambala Wale,250,4,100,"North Indian,Chinese",Sector 14,48
266,10336,Rohini,Delhi,Chit Chat,300,4.3,20,"North Indian,Chinese",Dda Market Sector 13,50
267,10362,Shyam Bazar,Kolkata,Aminia- Hatibagan,500,4.3,1000,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor",Near Northland Nursing Home,50
268,10367,Shyam Bazar,Kolkata,Pizza Hut,350,4.1,1000,Fast Food  Pizzas,Shyambazar (218),49
269,10376,Jodhpur Park,Kolkata,Hanglaatherium,350,4.3,500,"Biryani,Indian",Near Sanhati Park,84
270,10389,Prashant Vihar Rohini,Delhi,Bombay Bar-Be-Que,400,4.2,100,Indian,Prashant Vihar,57
271,10475,Kachiguda,Hyderabad,Urban Munchies,150,2.9,80,"Ice Cream,Desserts",Adikmet Vidyanagar,42
272,10485,Visharant Wadi,Pune,Rk Pure Veg,300,3.8,500,"Mughlai,North Indian,Chinese",Tingre Nagar,62
273,10502,Visharant Wadi,Pune,Afc American Fried Chicken,300,4,100,Fast Food,Vishrantwadi Chowk,65
274,10522,Park Street Area,Kolkata,Flurys Park Street,1000,4.5,100,Continental,Park Street,45
275,10525,Ballygunge,Kolkata,The Wall,1300,4.1,100,"Chinese,Seafood,Thai,Japanese",Southern Avenue,75
276,10537,Mylapore,Chennai,Grill Box,600,4.3,100,"Tandoor,North Indian,Chinese,South Indian",Rk Salai,58
277,10549,Bkc,Mumbai,Brijwasi Sweets Original Since 1946,150,4.2,100,"Street Food,Desserts,Sweets",Bkc,43
278,10575,Langford Gardens,Bangalore,Pizza Hut,600,3.8,100,"Pizzas,Fast Food",O'Shngness Road,36
279,10601,Ballygunge,Kolkata,6 Ballygunge Place Ballygunge,1000,4.5,100,Bengali,Ballygunge,71
280,10730,Banjara Hills,Hyderabad,Radisson Blu Plaza Delivery,1200,3.7,20,"Chinese,Biryani,North Indian",Road No 6,82
281,10731,Near 7 Point Crossing,Kolkata,Arsalan Park Circus,700,4.3,1000,Biryani  Mughlai  North Indian  Indian  Kebabs  Tandoor  Awadhi,Near 7 Point Crossing,51
282,10750,Lakdikapul,Hyderabad,Shahji Ka Dhaba,400,4.3,100,"North Indian,Chinese",Veer Nagar,44
283,10806,Andheri East,Mumbai,Gurukripa,500,4.3,100,North Indian  Chinese  Seafood,Thunga Village,50
284,10834,T. Nagar,Chennai,Basil With A Twist,1500,4.1,50,"Continental,European,Salads,Italian",Habibullah Road,63
285,10847,Gultekdi,Pune,Kaveri,500,4.2,100,"Maharashtrian,Punjabi,Seafood",Market Yard,52
286,10852,Hadapsar,Pune,Indian Tadka - Taste Punjab Da,300,3.9,500,"North Indian,Indian,Biryani,Chinese,Punjabi",S.No. 181,76
287,10855,Ballygunge,Kolkata,Wise Owl Steak House,1000,4,50,"Continental,European",Purna Das Road Hindustan Park,75
288,10951,Mumbai,Mumbai,Hanuman Restaurant,700,4.5,100,"Street Food,North Indian,Chinese,South Indian,Fast Food",Near Cinemax,45
289,10972,Andheri East,Mumbai,Cocoon - Dragonfly Hotel,400,4.4,20,North Indian  Chinese,Chakala,59
290,11043,Alwarpet,Chennai,Truly Scrumptious,350,4.5,50,"Ice Cream,Desserts,Bakery",Ra Puram,69
291,11051,Kodambakkam,Chennai,Midnight Masala,300,3.8,50,"North Indian,Chinese,Biryani",Arcot Road,73
292,11092,Banjara Hills,Hyderabad,Karachi Bakery Banjara,200,4.1,1000,"Bakery,Pizzas,Snacks,Chinese,Italian,American,Sweets,Desserts,Beverages",Road No 1,56
293,11162,Dilsukhnagar,Hyderabad,Desi Pizza,200,3.9,20,Pizzas,P And T Colony Road,50
294,11188,Bibwewadi,Pune,Khushboo,500,4.3,50,"North Indian,Chinese,Fast Food",Kondhwa,56
295,11316,Anna Nagar,Chennai,Mainland China,850,4.3,500,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts",5Th Avenue,72
296,11322,Kodambakkam,Chennai,Kairali Kerala Mess,200,4.1,500,Kerala,Voc Main Road,77
297,11510,Khar West,Mumbai,Cairo Grill,400,3.8,20,Lebanese  Middle Eastern,3Rd Road,52
298,11553,Habsiguda,Hyderabad,Suruchi - The Family Restaurant,500,4.2,500,"Biryani,North Indian,Chinese",Habsiguda Circle,58
299,11615,Park Street Area,Kolkata,The 6 Russell Street,300,3.8,500,"Street Food,Chinese",Near Maidan Metro Station,54
300,11723,Gandhi Nagar,Chennai,Swiss Hutte,1200,2.9,80,"Mediterranean,Seafood,Thai",Greams Road,50
301,11834,Punjabi Bagh,Delhi,Grillz N Gravy,500,2.9,80,"Chinese,Mughlai,Indian",Club Road,69
302,11858,Ballygunge,Kolkata,The Corner Courtyard,1100,3.6,20,"Italian,Continental",Sarat Bose Road Near Hazra,73
303,11929,Chembur,Mumbai,Blisss,300,4.3,100,Desserts  Fast Food  Bakery,Central Avenue Road,43
304,11941,Chembur,Mumbai,The Golden Wok,1200,4.2,50,"Chinese,Seafood",Sion Trombay Road,48
305,11943,Chembur,Mumbai,Singh Saab,600,4.1,1000,"North Indian,Chinese,Biryani,Punjabi,Desserts,Pan-Asian,Tandoor,Combo,Beverages,Indian,Grill",Rc Marg,50
306,12020,Sector 11 Rohini,Delhi,U.S. Burger Point,200,3.7,50,Italian,Near Himalya Public School Sector 7,56
307,12046,Himayatnagar,Hyderabad,Subway,350,4.3,500,"Fast Food,Salads,Snacks,Desserts,Beverages",Himayath Nagar Road,33
308,12054,Wanowrie,Pune,The Garage Grill,400,4.3,100,"Mughlai,Street Food",Salunkhe Vihar Road,67
309,12181,Kasba Peth,Pune,Coconut Grove,1000,2.9,80,"Chettinad,North Indian,Mangalorean,Seafood",Ambedkar Bhavan Station Road,37
310,12401,Ashok Nagar,Bangalore,Portland Steak House,1500,4.1,50,"American,European",Off Mg Road,45
311,12434,Mumbai,Mumbai,J.J Jalebi,100,3.6,500,"Desserts,Sweets",Lbs Marg,25
312,12457,Park Street Area,Kolkata,Flavours Of China,1000,4.5,100,"North Indian,Chinese",Park Street,67
313,12458,Park Street Area,Kolkata,One Step Up,800,4.6,100,Continental,Park Street,61
314,12468,Mylapore,Chennai,The Brew Room,700,4.7,50,Continental,Rk Salai,56
315,12614,Royapettah,Chennai,Hotel Millath,350,4.4,100,"Chinese,South Indian",West Cott Road,43
316,12624,Thousand Lights,Chennai,Amadora Gourmet Ice Creams,300,4.7,500,"Ice Cream,Desserts",Wallace Garden,36
317,12785,Sector 10 Rohini,Delhi,Pind Balluchi,400,3.8,100,"Mughlai,North Indian",Metro Walk Mall,40
318,12952,Ballygunge,Kolkata,Zeeshan Park Circus,400,4.1,500,"Desserts,Mughlai,Indian,Tandoor",Near 7 Point Crossing,63
319,12953,College Square,Kolkata,Food Station College Street,500,4.5,50,Indian  Chinese  South Indian  Continental,Opp. Medical College Gate No. 1,39
320,13008,Anna Nagar,Chennai,Pantry D'Or,850,4.2,100,"Italian,Continental",6Th Avenue Main Road,65
321,13079,Shalimar Bagh,Delhi,Chawla'S (Shalimar Bagh),400,4.2,50,"North Indian,Chinese",Bt Market Opp. Axis Bank,64
322,13103,Sector 10 Rohini,Delhi,Berco'S,600,4.1,100,"Chinese,Thai,Asian,Beverages,Desserts,Oriental,Seafood,Pan-Asian",Metro Walk Mall,39
323,13179,Kothapet,Hyderabad,Kritunga Restaurant,500,4,1000,"Biryani,Andhra,Rayalaseema,South Indian,North Indian,Chinese",Dilsukhnagar Main Road,49
324,13219,Koramangala,Bangalore,Bistro Oui,800,4.2,100,Continental,5Th Block,59
325,13320,Nungambakkam,Chennai,Kumarakom,450,4.3,500,"North Indian,Chinese,Kerala",Parsn Complex,57
326,13434,Masab Tank,Hyderabad,Cafe 555 & Aqeeq Restaurant,300,3.9,5000,"Biryani,North Indian,Chinese",Owaisi Pura,46
327,13488,Alwarpet,Chennai,Frootster,150,4.1,100,"Healthy Food,Fast Food,Beverages",Cp Ramasaway,63
328,13500,Gopalapuram,Chennai,Mandarin Chinese Restaurant,350,4,500,Chinese,Gopalapuram,55
329,13506,Thousand Lights,Chennai,Rangi'S,500,4.3,100,Chinese,Nungumbakkam,53
330,13552,Banjara Hills,Hyderabad,Shadab Go,500,4.1,1000,"North Indian,Biryani,Chinese",Road No 3,68
331,13571,Ballygunge,Kolkata,Haji Saheb Park Circus,800,4.2,500,"Mughlai,North Indian,Chinese",Near Park Circus 7 Point Crossing,54
332,13578,Bidhannagar,Kolkata,The Sonnet,1200,2.9,80,"Indian,Chinese,Continental",Near Isl Hospital,67
333,13713,Thousand Lights,Chennai,Little Italy,1200,4.3,500,"Pizzas,Salads,Combo,Italian,Mexican,Desserts,Beverages",Wallace Garden,48
334,13806,Santacruz East,Mumbai,Mr. Chows,800,4.4,100,"Chinese,Asian,Thai,Seafood",Bkc,41
335,13940,Himayatnagar,Hyderabad,Eagles Pizza,150,3.7,500,Pizzas,Himayathnagar Road,32
336,14002,Jayamahal,Bangalore,Five Star Chicken,300,4.3,50,Biryani,Jayamahal Extension,46
337,14017,Thousand Lights,Chennai,Haagen Dazs,500,4.2,50,"Ice Cream,Desserts",Palavakkam,47
338,14107,Alwarpet,Chennai,Cafe De Paris,500,2.9,80,Continental,Alwarpet,69
339,14108,Alwarpet,Chennai,Sushi In A Box,1500,4.4,100,Japanese,Alwarpet,64
340,14133,New Alipore,Kolkata,New Punjabi Hotel Ajanta,300,4.2,1000,"North Indian,Chinese",Opp Ajanta Cinema,86
341,14160,Kondhwa,Pune,Shee Chinese,400,4.3,100,"Chinese,Asian,Thai",Kubera Park Lullanagar,59
342,14333,Andheri East,Mumbai,Cafe Coffee Day,300,3.9,50,Beverages  Snacks  Desserts,Gokul Regency,61
343,14725,Chetpet,Chennai,Le Wrap Factorie,200,4.4,20,"Mexican,Continental",Chetpet,57
344,14894,Madhura Nagar,Hyderabad,Rk Sweets And Juices,200,4.2,50,Sweets  Desserts  Bakery  Beverages,Madhuranagar,63
345,14920,Mylapore,Chennai,Pedreno'S,1000,4.1,20,"Italian,Italian-American,American",Rk Salai,60
346,14941,Aminjikarai,Chennai,Cafe Toastie Express,250,4.2,20,Fast Food,Nelson Manickam Road,66
347,15012,Lake Town,Kolkata,The Pind Punjabi Dhaba,500,4.3,500,"Punjabi,North Indian,Tandoor,Biryani,Combo",Near Reiance Fresh,75
348,15071,Wanowrie,Pune,The Fat And The Sexy Chef,500,3.9,20,"American,Mexican",Kedari Petrol Pump,78
349,15083,Wadgaon Sheri,Pune,The Bohemian Kitchen,300,4.5,100,"American,Italian,Fast Food",Opposite Water Tank Tempo Chowk Wadgaon Sheri,73
350,15089,Anand Nagar,Pune,One Way Paratha,250,4.3,100,"North Indian,Fast Food",Dahanukar Colony,73
351,15092,Anand Nagar,Pune,Pizza & Soup,500,2.9,80,"Italian,Pizzas,Fast Food",Anand Nagar,65
352,15121,Kothrud,Pune,Sudit Su'S Chinese,350,4,100,Chinese,Dahanukar Colony,59
353,15234,Paschim Vihar,Delhi,Hong Kong Express,450,4.3,100,"Chinese,Thai",Avtar Enclave Paschim Vihar,50
354,15265,Beleghata,Kolkata,Bake O Cake,400,4.2,100,"Bakery,Continental,Fast Food,Desserts",Subhash Sarovar Park,49
355,15268,Bhowanipore,Kolkata,The Country House,500,4.3,100,Continental  Italian  Fast Food  Beverages  Desserts,Near Forum Mall,57
356,15287,Andheri East,Mumbai,Punjab Depot,249,3.9,1000,"North Indian,Tandoor,Mughlai,Biryani,Snacks,Desserts,Beverages,Combo",Marolsakinaka,48
357,15367,Chembur,Mumbai,Art House - The Fern Residency,800,2.9,80,Chinese  North Indian  Continental  Pan-Asian  Italian  American  Tandoor  Fast Food  Desserts,Chembur,48
358,15372,Sion,Mumbai,Central Peninsula,400,4.4,100,"North Indian,Chinese,South Indian",Sion Circle,47
359,15409,Dum Dum,Kolkata,Noodle Oodle,600,4.1,100,Chinese,Opposite Diamond Plaza Mall,83
360,15420,Elgin,Kolkata,Handa'S Restaurant,300,3,20,Indian  Chinese  Fast Food,Near Park Clinic,50
361,15553,Poongavanapuram,Chennai,Anjappar,600,4,50,"North Indian,Chinese,Chettinad,South Indian,Seafood",Egmore,34
362,15567,Egmore,Chennai,Ponnusamy Hotel,600,4.2,100,"Biryani,South Indian,Tandoor",Ethiraj Salai,38
363,15617,Yerawada,Pune,Exotica,1100,4.1,20,"North Indian,Chinese,Mediterranean,Continental",Yerawada,64
364,15666,Rohini,Delhi,Behrouz Biryani,500,4.2,500,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Sector 8,38
365,15706,Park Street Area,Kolkata,Oasis,900,4.3,20,"Indian,Chinese,Continental",Near Park Hotel,61
366,15794,Sion,Mumbai,Hazara Restaurant & Bar,600,4,20,Mughlai  North Indian  Chinese  Seafood,Koliwada,53
367,15837,Bandra Area,Mumbai,Pizzaexpress,1000,4.2,100,"Pizzas,Pastas,Italian,European,Salads,Continental,Desserts,Beverages",Bandra Area,43
368,15846,Rohini,Delhi,Faasos,200,4.1,100,"Combo,Snacks,Beverages,Desserts,Indian",Sector 8,46
369,15923,Choolaimedu,Chennai,Cafe Chef'S Paradise,450,4.2,20,"Italian,Chinese,Continental,Indian",Choolaimedu,67
370,15955,Sadashiv Peth,Pune,Hotel Malwani Solkadi,500,2.9,80,Maharashtrian,Off Tilak Road,44
371,15963,T. Nagar,Chennai,New Andhra Meals Hotel,400,4.4,500,"Andhra,South Indian",T Nagar,69
372,16022,New Nallakunta,Hyderabad,New Astoria Restaurant,450,3.8,100,"Chinese,Biryani",Rtc Cross Road,34
373,16102,Taltala,Kolkata,Kasturi Restaurant,500,4.1,100,Bengali,Near New Market,59
374,16107,Ballygunge,Kolkata,Kasturi Restaurant,500,4.3,500,Bengali,Near Spencers Gariahat,72
375,16118,Kondhwa,Pune,Cafe Zam Zam,250,4.1,1000,"Mughlai,North Indian,Chinese,Fast Food,Biryani",Kondhwa,64
376,16119,Anand Nagar,Pune,One Way Paratha,250,4.3,100,"North Indian,Fast Food",Opp Fire Brigade,73
377,16141,T. Nagar,Chennai,Moonlight Takeaway & Delivery,250,4,1000,"Indian,Chinese,Tandoor",T. Nagar,66
378,16275,Sangamvadi,Pune,Taste Of Hyderabad,350,3.8,100,"Biryani,Hyderabadi,North Indian,Chinese,Beverages",Dp Road,37
379,16281,Shivajinagar,Pune,Fountain Family Rest O Bar,500,4.4,20,"North Indian,Chinese",Off Jm Road,37
380,16296,Gopalapuram,Chennai,Sera - The Tapas Bar & Restaurant,1000,4.1,20,"Chinese,Continental,Spanish",Gopalapuram,60
381,16328,Shobhabazar,Kolkata,C/O. Bangali,700,4.2,50,"Indian,Bengali,Continental",Near 4 Point Crossing,57
382,16341,Tangra,Kolkata,Kim Ling,600,4.3,1000,"Chinese,Asian,Oriental,Pan-Asian,Thai,Seafood",China Town,63
383,16344,Tangra,Kolkata,Beijing,1200,4.2,1000,"Chinese,Asian,Oriental,Pan-Asian,Thai,Seafood",China Town,62
384,16392,Richmond Town,Bangalore,Kabab Magic,400,3.3,100,"North Indian,Chinese",Hosur Road,32
385,16394,Banjara Hills,Hyderabad,Exotica,1000,4.5,500,"Indian,Chinese,North Indian,Punjabi,Tandoor,Kebabs,Biryani,Seafood,Oriental,Desserts,Sweets,Beverages,Combo",Nbt Nagar,65
386,16448,Kothrud,Pune,Mirch Masala Resto Bar,800,4.5,100,"North Indian,Chinese",Near Vandevi Mandir,63
387,16472,Opp Padmashree Movie Hall,Kolkata,The Silk Route,400,3.5,20,Chinese,Opp Padmashree Movie Hall,65
388,16489,Sarat Bose Rd,Kolkata,My Big Fat Belly,600,4.3,100,"Italian,American",Opposite Dugout,67
389,16493,Kalighat,Kolkata,Overdose,400,3.9,500,Chinese,Near Tea Trove-Desapriya Park,70
390,16498,Rajajinagar,Bangalore,Chickpet Donne Biriyani House,200,3.8,100,"Indian,Chinese",3Rd Stage,52
391,16506,Alwarpet,Chennai,Chap Chay - The Raintree,1200,4.4,50,"Chinese,Thai,Malaysian",Anna Salai,72
392,16536,Koregaon Park,Pune,Murphies,1100,3.9,20,"European,Italian,Continental,Healthy Food,Salads,Pizzas,Beverages",Opposite Menchies,62
393,16561,Purasaiwakkam,Chennai,Tibbs Frankie,100,3.8,100,Fast Food,Purasawalkam,34
394,16577,Habsiguda,Hyderabad,Blr Food Kourt,250,4.1,20,"Biryani,Chinese,North Indian",Vasanth Vihar Colony,63
395,16617,Purasaiwakkam,Chennai,Ganga Sweets,250,4.5,100,"North Indian,South Indian,Sweets",Purasawalkam High Road,31
396,16637,Bandra Area,Mumbai,Capital Social,500,4.3,100,"Indian,Chinese,South Indian,American,Kebabs,Mughlai,Biryani,Combo",Bandra Area,46
397,16640,Santacruz East,Mumbai,Behrouz Biryani,500,4.1,100,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Kalina,34
398,16659,Ballygunge,Kolkata,Chili'S American Grill & Bar,900,4.4,100,"American,Salads,Mexican,Italian,Steakhouse",Quest Mall,76
399,16696,Gariahat,Kolkata,Fresh-N-Up,450,4.4,100,Chinese,Near Golpark,66
400,16770,Koti,Hyderabad,Palace Heights,1700,3.8,50,"North Indian,Chinese,Biryani,Continental,Mughlai",Palace Heights Lane,44
401,16866,Rohini,Delhi,Pizza Hut,350,3.6,100,Pizzas,Aggarwal City Plaza (13),37
402,16930,Ballygunge,Kolkata,Azad Hind Dhaba-Ballygunge,400,4.3,1000,North Indian,Ballygunge,62
403,16974,Cit Nagar,Chennai,Karaikudi Chettinadu Restaurant,300,3.6,20,"Chettinad,Chinese,South Indian,Biryani,Tandoor",Ranganathan Street,78
404,17106,Bhowanipore,Kolkata,Tgi Fridays,1000,4.2,20,"American,Mexican",Forum Shoping Mall,67
405,17118,Ashok Nagar,Bangalore,Church Street Social,500,4.2,100,"Indian,Chinese,South Indian,American,Fast Food,Kebabs,Mughlai,Biryani,Combo",Church Street Road,38
406,17150,Annanagar East,Chennai,Southern Chinese Restaurant,400,3.9,500,Chinese,Anna Nagar East,61
407,17155,Chennai,Chennai,Olive And Basil,500,3.8,100,Chinese,Egmore,37
408,17167,Indiranagar,Bangalore,Punjabi Rasoi,800,4.1,1000,North Indian,1St Stage,54
409,17182,Nagole,Hyderabad,Amaravathi Family Restaurant,500,4.1,500,"Indian,Chinese,Tandoor",Nagole Road,69
410,17183,Kothapet,Hyderabad,Spicy Hub,500,4,1000,"North Indian,Chinese",Kothapet - R.K Puram Road,51
411,17196,Ghatkopar East,Mumbai,Oasiss Cakes & Icecreams,150,3.9,50,"Ice Cream,Desserts,Bakery",Vikrant Circle,42
412,17304,Ganganagar,Bangalore,Kfc,400,3.9,1000,"American,Fast Food,Snacks",Rt Nagar Main Road,53
